,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Avg_Residancy_Altitude,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Will_vote_only_large_party,Financial_agenda_matters
233,Oranges,0.671277234377,0.677243104716,0.656383877873,0.523008322163,0,0,0,0,0,0,0,1,1.0,0.0
234,Greys,0.60396331847,0.637158598818,0.656143069722,0.503123247239,1,0,0,0,0,0,0,0,1.0,0.0
235,Whites,0.594408517425,0.674926134621,0.612067491132,0.567832474744,0,0,0,1,0,0,0,0,1.0,1.0
236,Blues,0.63653424652,0.648044704714,0.65205817034,0.538187333559,0,1,0,0,0,0,0,0,1.0,0.0
237,Reds,0.596293021621,0.659855427705,0.676276513099,0.537388675919,0,0,0,0,0,0,0,1,1.0,0.0
238,Yellows,0.600407258034,0.640211189412,0.646920990692,0.574418919682,0,1,0,0,0,0,0,0,1.0,0.0
239,Pinks,0.650937734586,0.452480329149,0.617372627981,0.614429277636,0,0,0,0,0,0,1,0,1.0,1.0
240,Reds,0.593632390988,0.656374231489,0.670427803094,0.562633508077,0,0,1,0,0,0,0,0,1.0,0.0
241,Yellows,0.60933202822,0.640530256256,0.661722734469,0.553148325123,0,0,0,0,1,0,0,0,1.0,0.0
242,Yellows,0.605872054943,0.640993365299,0.648507288155,0.521287502092,0,0,1,0,0,0,0,0,1.0,0.0
243,Oranges,0.59889700024,0.63673792815,0.663009029172,0.553020439756,0,0,1,0,0,0,0,0,1.0,0.0
244,Yellows,0.619539131549,0.644726575125,0.670751974246,0.529078850911,0,1,0,0,0,0,0,0,1.0,0.0
245,Oranges,0.609166272473,0.642638738534,0.663811669604,0.526997427105,1,0,0,0,0,0,0,0,1.0,0.0
246,Browns,0.651499617224,0.502066422865,0.683305737067,0.617063954423,1,0,0,0,0,0,0,0,0.0,0.0
247,Reds,0.637230087661,0.645977803302,0.648197150299,0.541867662659,1,0,0,0,0,0,0,0,1.0,0.0
248,Blues,0.604296469044,0.632846940082,0.636715900394,0.573800084662,0,0,0,0,1,0,0,0,1.0,0.0
249,Reds,0.638026057622,0.646991556491,0.650842627895,0.537640729886,0,0,0,0,0,0,0,1,1.0,0.0
250,Yellows,0.628271988233,0.652993747859,0.673954930319,0.533441468981,0,1,0,0,0,0,0,0,1.0,0.0
251,Greys,0.612723905833,0.637848830843,0.660326772133,0.53262855765,0,0,1,0,0,0,0,0,1.0,0.0
252,Blues,0.643487433874,0.648357781523,0.652725340973,0.577396840497,0,0,0,0,0,0,0,1,1.0,0.0
253,Browns,0.666633125766,0.644307003629,0.61934495143,0.646615925923,0,1,0,0,0,0,0,0,0.0,0.0
254,Blues,0.637980199986,0.644034131087,0.645675530185,0.605303971908,0,1,0,0,0,0,0,0,1.0,0.0
255,Oranges,0.597508684139,0.633916794951,0.660701126915,0.600500562284,0,0,1,0,0,0,0,0,1.0,0.0
256,Reds,0.642747658732,0.644967298136,0.656280085183,0.575388554062,0,0,0,0,1,0,0,0,1.0,0.0
257,Blues,0.635951437016,0.651980216969,0.650268849975,0.614986548703,0,0,0,0,0,0,0,1,1.0,0.0
258,Greys,0.64432949354,0.636115827524,0.644468227553,0.611496463608,0,1,0,0,0,0,0,0,1.0,0.0
259,Pinks,0.673632474198,0.609703750209,0.633148687048,0.564147173457,0,0,0,0,0,1,0,0,1.0,1.0
260,Reds,0.59648738968,0.657598332555,0.674245023485,0.550619754284,1,0,0,0,0,0,0,0,1.0,0.0
261,Greens,0.536572528756,0.675312866887,0.479208653308,0.501360872848,0,0,0,1,0,0,0,0,1.0,1.0
262,Blues,0.640972435357,0.647583181421,0.651312537064,0.55910303474,0,0,1,0,0,0,0,0,1.0,0.0
263,Blues,0.644620571416,0.648592510425,0.648997980651,0.514048437203,1,0,0,0,0,0,0,0,1.0,0.0
264,Yellows,0.616705368227,0.640148800225,0.679169958246,0.528544426511,1,0,0,0,0,0,0,0,1.0,0.0
265,Pinks,0.652095976432,0.399162701969,0.572118412821,0.601433416755,0,0,0,0,0,0,1,0,1.0,1.0
266,Reds,0.602699534071,0.651695393445,0.673833307161,0.590204279846,1,0,0,0,0,0,0,0,1.0,0.0
267,Oranges,0.598126614218,0.631621592054,0.66049802871,0.53876317607,0,0,1,0,0,0,0,0,1.0,0.0
268,Browns,0.259794866178,0.550563800896,0.644387239949,0.663337534506,0,0,0,0,0,0,0,1,0.0,0.0
269,Yellows,0.583846374704,0.624099972147,0.631548585153,0.574415126674,0,0,0,0,0,0,0,1,1.0,0.0
270,Reds,0.599384594499,0.652691041441,0.673571026375,0.570758320373,0,1,0,0,0,0,0,0,1.0,0.0
271,Yellows,0.591066507091,0.639266974153,0.638010568951,0.50240644937,0,0,1,0,0,0,0,0,1.0,0.0
272,Oranges,0.618392202565,0.637703407243,0.665939058826,0.526348914888,0,0,0,0,1,0,0,0,1.0,0.0
273,Greens,0.6871084047,0.687376720851,0.684711530136,0.534397969292,0,0,0,0,0,0,1,0,1.0,1.0
274,Yellows,0.59417079013,0.626667140675,0.637711708024,0.53549116184,0,0,0,0,0,0,0,1,1.0,0.0
275,Yellows,0.583032646042,0.631222906567,0.63966892388,0.526549066336,0,0,0,0,1,0,0,0,1.0,0.0
276,Browns,0.339821041795,0.578797574399,0.539650231518,0.616820077577,0,1,0,0,0,0,0,0,0.0,0.0
277,Blues,0.604797875662,0.632108421946,0.6376260522,0.535067035714,1,0,0,0,0,0,0,0,1.0,0.0
278,Yellows,0.589529795567,0.63842676499,0.64290420369,0.526360425346,0,0,1,0,0,0,0,0,1.0,0.0
279,Yellows,0.572353588646,0.632570339912,0.631114106397,0.525213369941,0,0,0,0,0,0,0,1,1.0,0.0
280,Blues,0.60173261649,0.635151006529,0.637563928633,0.506621003003,0,0,0,0,0,0,0,1,1.0,0.0
281,Oranges,0.667876467179,0.674059909129,0.651016463638,0.614062994587,1,0,0,0,0,0,0,0,1.0,0.0
282,Whites,0.415904265185,0.517714416253,0.557047695717,0.541022170504,0,0,0,0,0,1,0,0,1.0,1.0
283,Greys,0.60932018023,0.640856524766,0.659877399803,0.52290938853,1,0,0,0,0,0,0,0,1.0,0.0
284,Yellows,0.608543301456,0.649365446616,0.668057637297,0.505364571721,0,0,1,0,0,0,0,0,1.0,0.0
285,Greens,0.682398152874,0.68661637154,0.661774800611,0.578150734229,0,0,0,1,0,0,0,0,1.0,1.0
286,Yellows,0.58295906565,0.638787467045,0.6404890929,0.522611315074,0,0,0,0,0,0,0,1,1.0,0.0
287,Oranges,0.602652995334,0.641586682799,0.669222488628,0.556111522398,0,0,0,0,1,0,0,0,1.0,0.0
288,Yellows,0.596483679295,0.633149929288,0.639255310816,0.507968913079,0,0,0,0,0,0,0,1,1.0,0.0
289,Blues,0.606672950264,0.633745919302,0.634444434975,0.613127043851,0,0,0,0,1,0,0,0,1.0,0.0
290,Blues,0.60157407774,0.630542474356,0.636060776043,0.607573161578,0,1,0,0,0,0,0,0,1.0,0.0
291,Browns,0.654070965134,0.378295835977,0.597132959547,0.648768825096,0,0,0,0,0,0,0,1,0.0,0.0
292,Greens,0.684737901717,0.688549149207,0.664307385318,0.548093750628,0,0,0,1,0,0,0,0,1.0,1.0
293,Greys,0.609875615643,0.63781707818,0.65838643049,0.587830826555,0,0,0,0,1,0,0,0,1.0,0.0
294,Blues,0.600976896514,0.6357943869,0.638035425889,0.588046541051,1,0,0,0,0,0,0,0,1.0,0.0
295,Blues,0.643233814154,0.645777821334,0.649389680119,0.600899089699,0,0,0,0,1,0,0,0,1.0,0.0
296,Oranges,0.662790711304,0.67067528275,0.649570170097,0.537255584286,0,0,1,0,0,0,0,0,1.0,0.0
297,Yellows,0.603642712804,0.63574086905,0.640140317475,0.583275500536,0,1,0,0,0,0,0,0,1.0,0.0
298,Browns,0.0959800278459,0.544975041046,0.669043714421,0.670521281897,0,0,0,0,1,0,0,0,0.0,0.0
299,Oranges,0.601631384288,0.631597237411,0.658005198322,0.510260434175,1,0,0,0,0,0,0,0,1.0,0.0
300,Blues,0.638670899065,0.648301583825,0.648133068214,0.571055739558,0,0,1,0,0,0,0,0,1.0,0.0
301,Yellows,0.587190948213,0.631988167098,0.651056861554,0.569429398904,0,0,0,0,1,0,0,0,1.0,0.0
302,Reds,0.586995326768,0.653234866763,0.675140538033,0.549155827883,0,1,0,0,0,0,0,0,1.0,0.0
303,Whites,0.657212629906,0.676313233205,0.670592853451,0.559259375029,0,0,0,1,0,0,0,0,1.0,1.0
304,Yellows,0.600735897281,0.63369455713,0.640763818915,0.615242713486,1,0,0,0,0,0,0,0,1.0,0.0
305,Blues,0.636939543701,0.648752519244,0.647130287117,0.586903832942,0,0,0,0,0,0,0,1,1.0,0.0
306,Reds,0.643655643721,0.650130835433,0.654455471609,0.511231090168,0,0,1,0,0,0,0,0,1.0,0.0
307,Greys,0.645462683923,0.640887191123,0.646978577685,0.543427419265,0,0,1,0,0,0,0,0,1.0,0.0
308,Blues,0.643713147297,0.646497725449,0.651560319352,0.521098830623,1,0,0,0,0,0,0,0,1.0,0.0
309,Yellows,0.588456841734,0.640298141683,0.63584817839,0.516703721729,0,1,0,0,0,0,0,0,1.0,0.0
310,Greys,0.645008101442,0.638844829642,0.651721912156,0.574749962709,0,0,0,0,1,0,0,0,1.0,0.0
311,Reds,0.589161074063,0.654790501912,0.6767762412,0.573613572392,0,0,0,0,0,0,0,1,1.0,0.0
312,Blues,0.606083799027,0.639686799588,0.638296273831,0.524681263611,0,0,0,0,0,0,0,1,1.0,0.0
313,Blues,0.609501995415,0.637477090178,0.641262540183,0.604158627083,1,0,0,0,0,0,0,0,1.0,0.0
314,Reds,0.596211432119,0.656820887333,0.678245014295,0.523412709023,0,1,0,0,0,0,0,0,1.0,0.0
315,Greys,0.616809227073,0.639663872289,0.660924742677,0.520828807496,0,0,1,0,0,0,0,0,1.0,0.0
316,Yellows,0.623223882426,0.639081341555,0.664933244519,0.517165682261,1,0,0,0,0,0,0,0,1.0,0.0
317,Blues,0.636434073029,0.650675020933,0.650044879655,0.542738463203,0,1,0,0,0,0,0,0,1.0,0.0
318,Blues,0.614238604049,0.644622517487,0.64696303473,0.593945424162,1,0,0,0,0,0,0,0,1.0,0.0
319,Yellows,0.574275664934,0.63664213997,0.636158892597,0.613600414544,0,0,0,0,0,0,0,1,1.0,0.0
320,Greys,0.644670129452,0.635455583704,0.647970463376,0.525072725967,0,0,0,0,0,0,0,1,1.0,0.0
321,Greens,0.570624760913,0.597280302875,0.503135000667,0.612685305927,0,0,0,1,0,0,0,0,1.0,1.0
322,Reds,0.64424848443,0.649547160692,0.65704783182,0.522305870516,0,0,0,0,0,0,0,1,1.0,0.0
323,Yellows,0.588467094519,0.638964183,0.644155754475,0.536853960639,0,0,1,0,0,0,0,0,1.0,0.0
324,Oranges,0.607077684904,0.629678121645,0.657155500143,0.519304399729,0,0,0,0,0,0,0,1,1.0,0.0
325,Pinks,0.686818401242,0.66337545344,0.685851659695,0.548553698416,0,0,0,0,0,1,0,0,1.0,1.0
326,Greens,0.521706131135,0.65236179016,0.503550770474,0.500362223647,0,0,0,1,0,0,0,0,1.0,1.0
327,Whites,0.687051061137,0.688804119481,0.690496864912,0.581616320531,0,0,0,0,0,1,0,0,1.0,1.0
328,Yellows,0.627623236533,0.633474621774,0.668682929412,0.502274256763,0,0,1,0,0,0,0,0,1.0,0.0
329,Yellows,0.618035663481,0.626563833356,0.661750966814,0.522889602111,0,0,0,0,1,0,0,0,1.0,0.0
330,Blues,0.614425009248,0.639689933759,0.645426635272,0.574784855492,1,0,0,0,0,0,0,0,1.0,0.0
331,Greens,0.689980326098,0.627069951484,0.4353021807,0.576367749714,0,0,0,1,0,0,0,0,1.0,1.0
332,Greys,0.610578510001,0.642285189895,0.662064729435,0.567606346197,0,0,0,0,1,0,0,0,1.0,0.0
333,Reds,0.643547232076,0.655630290306,0.657353969576,0.512395030084,0,1,0,0,0,0,0,0,1.0,0.0
334,Blues,0.600792511715,0.633712992749,0.63635256121,0.521881655338,0,0,1,0,0,0,0,0,1.0,0.0
335,Greys,0.611211478329,0.63973368596,0.658998616721,0.520846593442,0,0,0,0,1,0,0,0,1.0,0.0
336,Oranges,0.600356662974,0.633713954431,0.668445922818,0.556013569266,0,0,0,0,1,0,0,0,1.0,0.0
337,Greys,0.607814106938,0.644758743774,0.659900568812,0.592307443516,1,0,0,0,0,0,0,0,1.0,0.0
338,Pinks,0.689013090624,0.677647121154,0.679204059034,0.551337587652,0,0,0,0,0,0,1,0,1.0,1.0
339,Blues,0.593102279414,0.632439938417,0.63516550116,0.60083211296,0,0,0,0,1,0,0,0,1.0,0.0
340,Yellows,0.626978276413,0.634602242311,0.668012440461,0.529785079402,0,0,1,0,0,0,0,0,1.0,0.0
341,Yellows,0.635454418037,0.643832695829,0.671192292124,0.538852863464,0,0,0,0,1,0,0,0,1.0,0.0
342,Whites,0.682160905937,0.688732097101,0.682521391844,0.573203689196,0,0,0,1,0,0,0,0,1.0,1.0
343,Yellows,0.629172774888,0.64686773709,0.665970285385,0.570825353891,0,0,1,0,0,0,0,0,1.0,0.0
344,Blues,0.608895145796,0.636521016107,0.641365978161,0.533724021317,0,0,1,0,0,0,0,0,1.0,0.0
345,Yellows,0.591419855092,0.627615208994,0.635535552548,0.556734377534,0,0,1,0,0,0,0,0,1.0,0.0
346,Oranges,0.602536025946,0.639423697291,0.667789371087,0.580788243608,0,0,0,0,0,0,0,1,1.0,0.0
347,Yellows,0.586472253763,0.635232278781,0.63966786363,0.569224235509,0,0,0,0,1,0,0,0,1.0,0.0
348,Yellows,0.624158655789,0.645115626306,0.662459728992,0.576865908905,1,0,0,0,0,0,0,0,1.0,0.0
349,Yellows,0.625941044456,0.639826755524,0.672059185513,0.564529437877,0,0,0,0,0,0,0,1,1.0,0.0
350,Yellows,0.609528761181,0.632565536613,0.666303891165,0.514100852424,0,1,0,0,0,0,0,0,1.0,0.0
351,Yellows,0.591316415057,0.636073597841,0.641477821892,0.596659437853,0,0,0,0,0,0,0,1,1.0,0.0
352,Greys,0.613455248936,0.636025350711,0.658697923732,0.556424561919,0,0,0,0,0,0,0,1,1.0,0.0
353,Greens,0.638758176797,0.63120269142,0.610341024616,0.557566229681,0,0,0,1,0,0,0,0,1.0,1.0
354,Greys,0.639207580042,0.630303645981,0.640461951962,0.543710447378,1,0,0,0,0,0,0,0,1.0,0.0
355,Oranges,0.606917691333,0.634952431565,0.663172308549,0.547936482973,1,0,0,0,0,0,0,0,1.0,0.0
356,Greys,0.619545156524,0.642234168271,0.659139304055,0.548377057651,1,0,0,0,0,0,0,0,1.0,0.0
357,Greys,0.615793920295,0.639626119057,0.661097532265,0.522642365734,1,0,0,0,0,0,0,0,1.0,0.0
358,Reds,0.636163584525,0.644025218804,0.649506832087,0.51553444875,0,0,0,0,1,0,0,0,1.0,0.0
359,Oranges,0.601360695222,0.632381511745,0.661041614932,0.531419170292,0,0,0,0,0,0,0,1,1.0,0.0
360,Blues,0.60457088631,0.635098708924,0.64288510303,0.569440849553,1,0,0,0,0,0,0,0,1.0,0.0
361,Browns,0.444101838264,0.608069818036,0.605839711837,0.621182413301,0,0,0,0,1,0,0,0,0.0,0.0
362,Yellows,0.634378806552,0.641477955961,0.667110886075,0.552962750377,1,0,0,0,0,0,0,0,1.0,0.0
363,Yellows,0.628230309038,0.642073150658,0.666409857704,0.589633642732,0,0,0,0,1,0,0,0,1.0,0.0
364,Browns,0.629767603867,0.632639858603,0.685813197098,0.638495183056,0,0,0,0,0,0,0,1,0.0,0.0
365,Yellows,0.589677762048,0.63967131424,0.641433249719,0.537156385383,0,0,1,0,0,0,0,0,1.0,0.0
366,Yellows,0.609119412347,0.634714308406,0.641295391672,0.521160634864,0,1,0,0,0,0,0,0,1.0,0.0
367,Yellows,0.584808645589,0.6381277636,0.63703820451,0.508207292012,0,0,0,0,1,0,0,0,1.0,0.0
368,Browns,0.652154962907,0.506222171516,0.395561768849,0.633891768531,1,0,0,0,0,0,0,0,0.0,0.0
369,Blues,0.609117519541,0.635876067084,0.641364132837,0.504693598369,0,0,1,0,0,0,0,0,1.0,0.0
370,Reds,0.645147428832,0.647918898688,0.657793317202,0.534490372525,0,0,1,0,0,0,0,0,1.0,0.0
371,Greens,0.684160435845,0.682408027653,0.679725766813,0.55996086899,0,0,0,1,0,0,0,0,1.0,1.0
372,Greens,0.681875936581,0.685335163252,0.679602094503,0.528542809422,0,0,0,0,0,0,1,0,1.0,1.0
373,Whites,0.676439276361,0.680288094664,0.676451738914,0.539253045511,0,0,0,0,0,1,0,0,1.0,1.0
374,Yellows,0.595836998049,0.641751299382,0.642036331529,0.508788370236,0,0,0,0,0,0,0,1,1.0,0.0
375,Yellows,0.596520772915,0.64360416822,0.644049845429,0.575940076555,0,0,0,0,1,0,0,0,1.0,0.0
376,Blues,0.604285152095,0.63505381,0.637575828383,0.595201012224,0,0,0,0,0,0,0,1,1.0,0.0
377,Greens,0.687030940062,0.657259057288,0.322985160673,0.591199042251,0,0,0,0,0,0,1,0,1.0,1.0
378,Greens,0.685722142033,0.651793044992,0.623742595926,0.551442151626,0,0,0,0,0,0,1,0,1.0,1.0
379,Blues,0.610429828923,0.641553302378,0.642261837926,0.582489218449,0,0,0,0,1,0,0,0,1.0,0.0
380,Oranges,0.607953664482,0.64153759592,0.669398404855,0.527027935012,1,0,0,0,0,0,0,0,1.0,0.0
381,Oranges,0.609402197944,0.637262157807,0.666570922899,0.546118683056,0,0,0,0,1,0,0,0,1.0,0.0
382,Yellows,0.595619378263,0.639320011472,0.634499498644,0.529153841091,0,1,0,0,0,0,0,0,1.0,0.0
383,Purples,0.636128660645,0.61782223969,0.622594698552,0.604219377734,0,1,0,0,0,0,0,0,0.0,1.0
384,Greys,0.612030266185,0.642255978827,0.662220655244,0.540899821418,0,0,1,0,0,0,0,0,1.0,0.0
385,Yellows,0.592962844381,0.623122493452,0.635108755942,0.594249095571,0,1,0,0,0,0,0,0,1.0,0.0
386,Yellows,0.59523814951,0.629360138159,0.644135718208,0.614715570425,1,0,0,0,0,0,0,0,1.0,0.0
387,Reds,0.59831951969,0.661910394191,0.676797278415,0.534915898857,0,1,0,0,0,0,0,0,1.0,0.0
388,Yellows,0.598780573427,0.638991539376,0.637124453068,0.570644123207,1,0,0,0,0,0,0,0,1.0,0.0
389,Pinks,0.688687640282,0.664677001662,0.672963564359,0.571191151892,0,0,0,0,0,0,1,0,1.0,1.0
390,Blues,0.60209313618,0.634968219353,0.637614949301,0.525965145598,1,0,0,0,0,0,0,0,1.0,0.0
391,Browns,0.422695705529,0.50151415013,0.574189984615,0.631124262719,0,1,0,0,0,0,0,0,0.0,0.0
392,Greys,0.644922248333,0.640442839135,0.647028427291,0.550963054711,1,0,0,0,0,0,0,0,1.0,0.0
393,Greys,0.647249371068,0.638854456077,0.648140806126,0.598800462524,1,0,0,0,0,0,0,0,1.0,0.0
394,Greens,0.643924857946,0.676810928761,0.576045261717,0.565574939957,0,0,0,1,0,0,0,0,1.0,1.0
395,Yellows,0.605896678785,0.637132522413,0.641879674857,0.561952787741,0,0,1,0,0,0,0,0,1.0,0.0
396,Yellows,0.602610576442,0.645374184379,0.644657048581,0.530506643055,0,0,1,0,0,0,0,0,1.0,0.0
397,Yellows,0.60918977227,0.645773655322,0.644367829189,0.523352158461,0,0,0,0,1,0,0,0,1.0,0.0
398,Reds,0.643171602698,0.660529025055,0.657763955891,0.51525311409,0,1,0,0,0,0,0,0,1.0,0.0
399,Yellows,0.598470606313,0.639866845837,0.640224868829,0.553651312622,0,0,1,0,0,0,0,0,1.0,0.0
400,Yellows,0.591889047837,0.636784773005,0.632255822747,0.594197852801,0,0,0,0,1,0,0,0,1.0,0.0
401,Purples,0.570304066813,0.658423078261,0.6349771851,0.596881257005,0,1,0,0,0,0,0,0,0.0,1.0
402,Yellows,0.619948035134,0.639593940245,0.666346410084,0.585314506711,0,0,0,0,0,0,0,1,1.0,0.0
403,Yellows,0.61180633268,0.641933649144,0.642756922438,0.527318444724,0,0,0,0,0,0,0,1,1.0,0.0
404,Greens,0.646787264568,0.578770240871,0.499296529178,0.525398092312,0,0,0,1,0,0,0,0,1.0,1.0
405,Reds,0.648238601821,0.654456181364,0.657860601976,0.528101718952,0,0,0,0,0,0,0,1,1.0,0.0
406,Yellows,0.596688299927,0.6335575724,0.639640961283,0.59667254684,0,0,1,0,0,0,0,0,1.0,0.0
407,Blues,0.601652956524,0.633182175275,0.636178396476,0.612963209879,0,0,0,0,1,0,0,0,1.0,0.0
408,Pinks,0.682126832288,0.510697101697,0.673370514803,0.599411417234,0,0,0,0,0,0,1,0,1.0,1.0
409,Whites,0.666586010182,0.677404389947,0.670364999668,0.605343947967,0,0,0,0,0,1,0,0,1.0,1.0
410,Reds,0.594723246279,0.655542482459,0.668660673151,0.518050545409,1,0,0,0,0,0,0,0,1.0,0.0
411,Whites,0.68179755624,0.684910556036,0.683206573357,0.501615204366,0,0,0,0,0,1,0,0,1.0,1.0
412,Greys,0.603812420478,0.637492738692,0.654516655128,0.599882224625,1,0,0,0,0,0,0,0,1.0,0.0
413,Greys,0.60170481207,0.636100420408,0.653133710665,0.505787974598,0,1,0,0,0,0,0,0,1.0,0.0
414,Oranges,0.669059321954,0.678074002824,0.655776557244,0.533835846312,0,0,0,0,0,0,0,1,1.0,0.0
415,Yellows,0.601674276214,0.639260110616,0.641631010678,0.597949599532,1,0,0,0,0,0,0,0,1.0,0.0
416,Yellows,0.622672620489,0.63751221934,0.670947932934,0.595288263105,0,0,0,0,0,0,0,1,1.0,0.0
417,Yellows,0.62271850171,0.637618420807,0.657928411701,0.502333740438,0,1,0,0,0,0,0,0,1.0,0.0
418,Blues,0.604461983999,0.63890004588,0.642510341381,0.585069483177,0,0,1,0,0,0,0,0,1.0,0.0
419,Greys,0.614046480323,0.642948386668,0.655407037538,0.551071816454,0,0,1,0,0,0,0,0,1.0,0.0
420,Reds,0.638632277304,0.649171731771,0.650879336375,0.561839778739,0,0,1,0,0,0,0,0,1.0,0.0
421,Greys,0.642258704769,0.640657269529,0.648497798883,0.529530023989,0,1,0,0,0,0,0,0,1.0,0.0
422,Blues,0.607816217807,0.637172355303,0.642841254506,0.545017712191,0,0,1,0,0,0,0,0,1.0,0.0
423,Blues,0.638279445271,0.647645979677,0.643566477564,0.531851164915,0,0,0,0,0,0,0,1,1.0,0.0
424,Blues,0.607474377773,0.635755131671,0.639087616566,0.519490981773,1,0,0,0,0,0,0,0,1.0,0.0
425,Blues,0.608010573931,0.637751383088,0.642092424956,0.514098343362,0,1,0,0,0,0,0,0,1.0,0.0
426,Whites,0.644087283038,0.657456145017,0.667885811125,0.577896941493,0,0,0,1,0,0,0,0,1.0,1.0
427,Yellows,0.606396069605,0.632446914004,0.641049004221,0.507940214563,0,0,0,0,1,0,0,0,1.0,0.0
428,Yellows,0.633418977173,0.642886897687,0.679346388224,0.594937785656,0,0,1,0,0,0,0,0,1.0,0.0
429,Yellows,0.585502029684,0.63850076605,0.642866805547,0.603486622137,0,1,0,0,0,0,0,0,1.0,0.0
430,Reds,0.636919429843,0.646415667077,0.652794059762,0.524090214482,0,1,0,0,0,0,0,0,1.0,0.0
431,Yellows,0.627019770464,0.635718499908,0.657264866153,0.585206655365,0,0,1,0,0,0,0,0,1.0,0.0
432,Oranges,0.601691605696,0.634502098312,0.662998390062,0.538583478844,0,0,1,0,0,0,0,0,1.0,0.0
433,Blues,0.634906225632,0.644964132147,0.648308689848,0.522301619536,0,0,0,0,0,0,0,1,1.0,0.0
434,Blues,0.64257064343,0.646726249142,0.649589135304,0.577843607783,0,0,0,0,0,0,0,1,1.0,0.0
435,Pinks,0.662608363786,0.520515183291,0.596465386424,0.60202371731,0,0,0,0,0,1,0,0,1.0,1.0
436,Browns,0.436707383737,0.677877849977,0.679285961704,0.655415732616,0,1,0,0,0,0,0,0,0.0,0.0
437,Oranges,0.667150440205,0.67559984565,0.650747624641,0.547889366554,0,0,0,0,0,0,0,1,1.0,0.0
438,Yellows,0.615698920156,0.635292306438,0.644968708646,0.534009037438,0,0,0,0,0,0,0,1,1.0,0.0
439,Yellows,0.62690644945,0.640775402008,0.655656108707,0.50589873561,0,0,1,0,0,0,0,0,1.0,0.0
440,Greys,0.646670082059,0.640178672473,0.644976227347,0.607308983144,0,0,1,0,0,0,0,0,1.0,0.0
441,Reds,0.601971893899,0.661043916958,0.673764056396,0.515349978334,0,0,1,0,0,0,0,0,1.0,0.0
442,Yellows,0.622934572425,0.637182944884,0.670493185281,0.5163177212,1,0,0,0,0,0,0,0,1.0,0.0
443,Reds,0.595239365936,0.655348968061,0.672739813152,0.605075241191,0,0,0,0,1,0,0,0,1.0,0.0
444,Pinks,0.655359554276,0.50362666042,0.631298601624,0.535757335456,0,0,0,0,0,1,0,0,1.0,1.0
445,Yellows,0.588428407131,0.627640488982,0.63146574029,0.535741714848,0,0,0,0,0,0,0,1,1.0,0.0
446,Browns,0.642722517505,0.642677621958,0.664079198074,0.62717737753,0,0,0,0,0,0,0,1,0.0,0.0
447,Blues,0.599120264812,0.631965929493,0.637458522392,0.5091732541,0,0,1,0,0,0,0,0,1.0,0.0
448,Reds,0.645829451211,0.654099200587,0.654812584776,0.612807048096,0,0,0,0,0,0,0,1,1.0,0.0
449,Reds,0.638490585045,0.6516921149,0.652396692157,0.57668937668,0,0,0,0,1,0,0,0,1.0,0.0
450,Blues,0.645181377558,0.650822314256,0.653627411802,0.607673199601,0,0,0,0,1,0,0,0,1.0,0.0
451,Yellows,0.606782411784,0.640325538255,0.648287702622,0.608812599125,0,0,0,0,1,0,0,0,1.0,0.0
452,Yellows,0.589514812355,0.641896719644,0.637060799335,0.525562956047,0,0,0,0,1,0,0,0,1.0,0.0
453,Blues,0.60881436112,0.638251971714,0.64330249405,0.505350221857,0,1,0,0,0,0,0,0,1.0,0.0
454,Blues,0.604216136766,0.633721623269,0.636054290469,0.535595854914,1,0,0,0,0,0,0,0,1.0,0.0
455,Yellows,0.629432545228,0.638975412334,0.673639074458,0.558177365214,1,0,0,0,0,0,0,0,1.0,0.0
456,Greys,0.646950274419,0.643946697193,0.65008230636,0.561451854115,0,0,1,0,0,0,0,0,1.0,0.0
457,Yellows,0.614493887279,0.637466726702,0.662421505688,0.55334440434,0,1,0,0,0,0,0,0,1.0,0.0
458,Yellows,0.606364390472,0.637299207361,0.643784178832,0.516790725414,0,0,0,0,1,0,0,0,1.0,0.0
459,Pinks,0.620093827299,0.60239140151,0.676908810482,0.541299399435,0,0,0,0,0,0,1,0,1.0,1.0
460,Pinks,0.636488609437,0.631483552788,0.679609729291,0.582431901246,0,0,0,0,0,0,1,0,1.0,1.0
461,Yellows,0.616399418378,0.642976216521,0.649837179317,0.547072904684,0,0,1,0,0,0,0,0,1.0,0.0
462,Pinks,0.68491564877,0.645407774278,0.687395166234,0.528194487399,0,0,0,0,0,0,1,0,1.0,1.0
463,Yellows,0.628206464876,0.635314503257,0.656356392174,0.544984361246,1,0,0,0,0,0,0,0,1.0,0.0
464,Yellows,0.588714225188,0.643789129778,0.643705756464,0.513590706631,0,1,0,0,0,0,0,0,1.0,0.0
465,Reds,0.598559712982,0.656070250276,0.676853611867,0.594157378289,0,1,0,0,0,0,0,0,1.0,0.0
466,Blues,0.637350214229,0.64580313273,0.646230022131,0.557918860266,0,1,0,0,0,0,0,0,1.0,0.0
467,Whites,0.399519531773,0.656664482376,0.62231297828,0.576737138063,0,0,0,1,0,0,0,0,1.0,1.0
468,Greys,0.61088508923,0.6401132876,0.659302610867,0.598895492919,0,1,0,0,0,0,0,0,1.0,0.0
