,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
9465,Yellows,10.0,219.175063611,26895.5262916,Education,73.0583545371,No,368.137586208,Yes,Female,After_16:00,0.267525249394,0.0130028093699,7.33595775208,1.40173137421,8.88087757165,6.01743634092,8421.0,26.0624536313,550.566130025,4782.50812213,64150.4155943,Yes,135525.282379,23.4641456274,607226.298832,30.3165147314,5420.5815222,,30-45,3.0,833.34036753,2.0,Car,Hightech,602.034183772,0.0,No
2455,Blues,7.0,393.660989501,75026.8583306,Environment,131.220329834,No,571.762458041,No,Female,After_16:00,0.967661105329,0.105887352023,6.96653203107,6.31977689685,2.88896073122,5.39964571362,3981.0,29.1497879662,636.111052171,6989.84668475,76020.3910323,Yes,326912.308425,25.2212420822,810526.371024,84.7190993838,17359.9952915,90.0,Below_30,1.0,964.709781278,14.0,Foot_or_bicycle,Services_or_Retail,670.067177041,0.0,No
9379,Whites,7.0,805.731553117,22522.6160131,Military,268.577184372,No,83.8590071071,Yes,Male,After_16:00,0.93911035941,0.621947512729,9.71992689883,2.14987265412,1.65183281526,4.88654085202,7469.0,89.6551331505,111.538011992,1061.66609505,15304.5609331,Yes,7032.33307299,10.5611558076,25190.7898911,42.2092575347,72412.2811497,30.0,30-45,2.0,216.507434393,1.0,Car,Services_or_Retail,215.474645779,0.0,Yes
9273,Blues,4.0,593.322414424,121670.037105,Education,197.774138141,No,615.196902124,No,Female,By_16:00,0.874153285054,0.96288299025,3.6035615392,8.31575985998,4.95080224238,0.790526887868,4482.0,6.15940841381,639.358090344,7430.68520193,77325.2012941,Yes,378467.228383,25.285531245,818866.132571,38.0435528001,39322.3838556,100.0,30-45,2.0,978.642117837,17.0,Car,Services_or_Retail,683.400292631,0.0,No
9746,Yellows,3.0,263.776462885,37036.7088379,Social,87.9254876282,No,421.228358659,Yes,Male,By_16:00,0.0625059881713,0.216642162297,2.01734114671,6.01658129599,3.22467732243,0.623589211609,5587.0,91.9493960682,561.894288257,5336.0721631,67734.5599173,Yes,177433.330138,23.704309487,632560.833961,15.5187767697,7828.81686229,70.0,Below_30,2.0,887.439320505,2.0,Public_or_other,Industry_or_other,679.223250414,0.0,No
1073,Greens,7.0,559.745313612,153071.785495,Foreign_Affairs,186.581771204,No,820.4005381,No,Male,By_16:00,0.258336216211,0.686915244441,3.92300529638,6.25727000181,9.26357151708,3.15536422422,6971.0,42.2944184626,804.458574095,9812.92252919,96639.234456,Yes,673057.042914,28.3629789355,1295934.80147,67.523055803,35009.3391168,40.0,30-45,3.0,1204.65580051,1.0,Foot_or_bicycle,Public_Sector,797.20606003,0.0,Yes
3211,Pinks,2.0,301.314679125,97637.2382426,Military,100.438226375,No,972.112329801,No,Male,By_16:00,0.0818971053232,0.982017681003,5.72669395944,2.55135373445,1.92400633357,9.70025374321,7093.0,67.5935175503,840.286023216,11401.6953444,105755.23716,Yes,945002.381751,28.9876874417,1414100.11594,49.9841053737,10198.2755438,30.0,30-45,1.0,1331.86964726,11.0,Motorcycle_or_truck,Public_Sector,956.801986777,0.0,Yes
8243,Greens,9.0,841.489541465,279283.684869,Other,280.496513822,No,995.676135379,No,Female,After_16:00,0.768155841855,0.408291125903,0.6373019889,7.06859294325,3.52323363768,4.95637025917,3702.0,83.2669254858,765.61573086,11487.9928155,92660.8520756,Yes,991370.966563,27.6697620311,1173970.35774,30.0405579619,78968.79078,50.0,45_and_up,3.0,1103.51523447,15.0,Motorcycle_or_truck,Public_Sector,629.786926322,0.0,Yes
1724,Blues,1.0,127.55559956,25837.4081777,Financial,42.5185331867,No,607.674024507,No,Female,After_16:00,0.790967729175,0.638035605662,5.14179473044,9.91884294897,3.80457772175,,6291.0,32.5450480916,685.883122792,7448.50649065,80742.083465,Yes,369267.72006,26.1893704161,942164.684862,4.9828178715,1860.34419754,60.0,Below_30,1.0,1015.90950046,7.0,Public_or_other,Student_or_Unemployed,675.694575001,0.0,No
563,Yellows,1.0,607.074244003,79690.8561726,Social,202.358081334,No,393.811087984,Yes,Male,After_16:00,0.725562579464,0.643283399055,8.10990305385,9.92613286711,0.167928619776,4.36580997426,9301.0,56.1702891486,576.243350151,5090.59758014,67383.1997288,Yes,155087.173019,24.0050692595,665150.910155,72.1509123454,41161.1511626,70.0,45_and_up,3.0,875.151063522,6.0,Motorcycle_or_truck,Industry_or_other,634.301879174,0.0,No
4413,Yellows,4.0,129.422944763,22120.3172848,Education,43.1409815876,No,512.744876698,No,Male,By_16:00,0.519251919584,0.590372842038,1.10836617881,7.29668438435,7.08408912644,5.78196548624,6435.0,75.0748056453,564.674137476,6256.79704193,72160.6527053,Yes,262907.30858,23.7628730897,639030.858329,21.073019295,1914.28527393,100.0,45_and_up,5.0,956.656402774,4.0,Public_or_other,Industry_or_other,794.350382751,1.0,No
3615,Yellows,3.0,580.317885746,74781.9394459,Financial,193.439295249,No,386.591252567,Yes,Female,By_16:00,0.120997410268,0.904070875142,5.021519484,5.59951267671,1.75737808691,7.87023456534,5417.0,74.1569123697,582.881856315,5031.6762383,66913.5464974,Yes,149452.796561,24.1429463056,680495.236211,33.025713847,37622.2002416,60.0,45_and_up,0.0,861.316854605,16.0,Public_or_other,Student_or_Unemployed,596.12811733,2.0,No
9160,Yellows,3.0,42.039036591,5434.0336458,Healthcare,14.013012197,No,387.784836651,Yes,Male,After_16:00,0.42361117457,0.76102138334,4.28160529118,1.79392173421,2.80230269767,6.62413463462,6168.0,85.0331735332,511.36121944,4900.57080539,60635.6618659,Yes,150377.079536,22.6132974031,523949.440161,37.2380810557,,80.0,30-45,1.0,784.53449611,14.0,Motorcycle_or_truck,Services_or_Retail,571.061829897,0.0,No
7789,Blues,4.0,165.29882432,34594.3062565,Education,55.0996081065,No,627.8503141,No,Female,After_16:00,0.933336983435,0.443765407428,4.29067265941,9.68337873695,3.58313232427,6.1280878284,8244.0,34.9444290623,694.496523006,7667.49618701,82023.367191,Yes,394196.016915,26.3533019374,965975.22125,78.1087975483,3101.0664216,,30-45,0.0,1031.09690235,18.0,Foot_or_bicycle,Services_or_Retail,686.530000469,0.0,No
1577,Reds,9.0,353.89501549,72806.1111153,Education,117.965005163,No,617.183977692,No,Female,After_16:00,0.689558126731,0.862446780084,2.34159473795,7.04682616284,5.79953818349,2.5216236501,9163.0,24.5130755007,698.473903564,7568.78758405,83453.1694363,Yes,380916.06232,26.4286568626,977101.516658,69.8683519848,14043.7074484,100.0,30-45,1.0,1061.71729207,6.0,Car,Services_or_Retail,742.744762195,1.0,No
9029,Blues,8.0,140.368572129,27644.7849714,Healthcare,46.7895240431,No,590.83278868,No,Male,By_16:00,0.865424783668,0.629933868069,4.47105769999,3.6091665132,7.63015903765,0.25308230659,5141.0,65.9935355885,642.09126505,7192.5104169,76838.7979625,Yes,,25.3395198268,825833.971982,5.14852288179,2246.04908422,80.0,45_and_up,1.0,972.342359824,20.0,Public_or_other,Services_or_Retail,670.753884821,0.0,No
504,Reds,3.0,321.320875951,60876.7408348,Social,107.10695865,No,568.373349425,No,Male,After_16:00,0.957664706744,0.3609511205,5.60245164204,5.82964091795,0.53145943908,6.89291045535,3051.0,81.9190504495,674.842081206,7033.41765667,80105.7204519,Yes,323048.264337,25.9777227871,912117.521048,80.4562313715,11589.00755,70.0,30-45,2.0,1021.93449097,4.0,Motorcycle_or_truck,Public_Sector,715.478565879,0.0,No
2384,Blues,9.0,244.965757259,33562.991323,Environment,81.6552524196,No,411.032852493,Yes,Female,By_16:00,0.797375414753,0.393478993559,1.63725105114,2.0225186809,4.08627519384,0.66344182007,7930.0,92.0174674829,580.231898574,5270.79232207,66934.04374,Yes,168948.005828,24.0880032085,674347.316114,37.8108344972,6759.23550013,90.0,Below_30,2.0,857.397501829,17.0,Motorcycle_or_truck,Hightech,588.171015725,2.0,No
5746,Yellows,3.0,64.3800373931,9615.33188233,Social,21.4600124644,No,448.058075376,Yes,Male,By_16:00,0.237400623271,0.955736635253,6.49542173371,9.60122540593,3.76630785875,8.80920633208,6488.0,60.313947848,629.105504223,5738.79176221,72486.2831734,Yes,200756.03891,25.0819756842,792637.740074,58.7688578991,491.992147435,70.0,30-45,0.0,927.106316863,10.0,Motorcycle_or_truck,Hightech,632.21111105,2.0,No
6062,Yellows,9.0,199.603786224,33588.7738336,Education,66.534595408,No,504.831713902,No,Male,By_16:00,0.415738238255,0.868483210681,1.68154004496,3.07689301902,7.68174217083,8.44464585884,5092.0,29.3386611855,645.166097692,6338.64933441,76395.826369,Yes,254855.059361,25.400120033,833697.784128,17.810316314,4503.38698152,100.0,Below_30,2.0,983.315255341,5.0,Motorcycle_or_truck,Student_or_Unemployed,704.365192057,0.0,No
5574,Browns,6.0,2026.91494425,264903.662879,Education,675.638314749,Yes,392.07910075,Yes,Female,By_16:00,0.548250457272,0.755732651567,3.66047160234,7.20692148665,3.69895717595,3.89541162178,9731.0,48.517802055,820.657615097,5562.10623769,72940.4359572,No,153726.021245,28.647122283,1347386.98597,15.251663723,457172.770672,100.0,Below_30,2.0,791.331981851,17.0,Motorcycle_or_truck,Hightech,27.0644363791,0.0,No
3083,Yellows,8.0,127.611515394,24263.1002915,Education,42.5371717982,No,570.397590293,No,Female,By_16:00,0.954020001227,0.596716873115,2.20040109009,8.05605771951,2.26149145514,1.75607932499,7388.0,2.45735654607,610.628082466,6925.23206786,79766.8859496,Yes,325353.411012,24.710889957,747236.311275,21.916674613,1861.94815638,100.0,Below_30,1.0,1067.90677928,19.0,Public_or_other,Public_Sector,922.603492059,0.0,
5703,Blues,8.0,363.064064335,53035.545494,Social,121.021354778,No,438.232951458,Yes,Female,By_16:00,0.98848965764,0.880183939589,2.88399857935,1.579072366,3.28058490995,4.70532052219,6328.0,58.7451502914,597.059370394,5576.44825537,69435.8871053,Yes,192048.119744,24.4347983498,714026.32856,76.823622454,14777.1896672,70.0,30-45,1.0,890.332756738,12.0,Foot_or_bicycle,Public_Sector,618.312056475,0.0,No
9662,Browns,5.0,2154.04739993,110939.700477,Social,718.015799977,Yes,154.508717608,Yes,Female,By_16:00,0.318969602231,0.624338789377,1.62285120692,0.943600111641,8.2510661846,8.78065718105,5969.0,23.7602795707,843.413389662,3231.91395541,76906.940623,No,23872.9438169,29.0415803575,1423152.76658,53.4032464726,516274.704817,70.0,45_and_up,1.0,922.505993124,3.0,Car,Hightech,295.966141333,0.0,No
3215,Oranges,8.0,69.5350431624,18030.8258719,Environment,23.1783477208,No,777.916790667,No,Female,After_16:00,0.473386650207,0.7906145202,0.916880054865,2.54906486254,0.115066794679,8.96216467489,5199.0,9.21720946208,856.803801522,9492.77550971,97587.5614347,Yes,605154.533201,29.2712111386,1469701.19374,96.7402184382,570.414150787,90.0,45_and_up,0.0,1192.79927156,16.0,Public_or_other,Public_Sector,687.768342243,0.0,No
3635,Blues,10.0,147.866785361,20599.5207,Social,49.2889284536,No,417.934033997,Yes,Female,By_16:00,0.0498682535253,0.121177871013,5.36218070891,3.46880862722,8.86882592458,0.195162524469,9107.0,96.0616064491,591.396662361,5362.1336647,68612.7003319,Yes,174668.856773,24.3186484485,700545.179789,13.1195913069,2488.68739656,70.0,Below_30,1.0,882.661024851,19.0,Motorcycle_or_truck,Hightech,617.221250652,2.0,No
2004,Blues,9.0,205.443209503,28385.0106913,Social,68.4810698342,No,414.494264765,Yes,Male,After_16:00,0.503020256991,0.156663196627,9.53115857439,7.22373584518,0.678335188422,1.84764686972,6913.0,42.5811539404,570.324030169,5285.59070799,66788.6476854,Yes,171805.495523,23.8814578736,651577.246205,56.9606580539,4768.13799547,70.0,Below_30,2.0,861.617635604,12.0,Public_or_other,Student_or_Unemployed,613.75316395,0.0,No
5592,Purples,1.0,888.366949478,209045.744939,Healthcare,296.122316493,Yes,705.94390661,No,Male,By_16:00,0.707926959032,0.980720570311,6.23641350307,9.80563695077,9.41901729908,4.22272628639,7346.0,4.34015074279,686.228994432,8431.89705497,79663.8738398,No,498356.79928,26.1959728667,943091.388108,1.10483474564,87994.5486415,80.0,30-45,0.0,965.689787235,6.0,Public_or_other,Public_Sector,554.97860317,1.0,Yes
5620,Blues,8.0,265.137645149,54598.0646609,Social,88.3792150498,No,617.770418419,No,Male,After_16:00,0.661557136569,0.986399374669,6.10245284392,7.10210861173,0.174960708246,0.971222138032,4047.0,12.678726716,637.36747372,7452.43913164,77218.2095847,Yes,381640.289874,25.2461377981,813786.133731,46.5173730161,7909.26486787,70.0,45_and_up,2.0,977.292867624,2.0,Car,Hightech,683.770198867,1.0,No
6766,Pinks,4.0,98.0426947001,31721.0218596,Other,32.6808982334,No,970.628825225,No,Male,By_16:00,0.169130736729,0.49525418831,0.810038233176,8.13936949708,9.54102756456,8.99474498117,4578.0,39.769948204,937.640445307,11581.5691429,113890.97863,Yes,942120.316359,30.6209151612,1760292.84048,61.4028926007,1110.72200757,50.0,30-45,2.0,1427.44043497,17.0,Public_or_other,Public_Sector,973.002303334,1.0,Yes
2107,Pinks,6.0,150.579191164,45758.6085645,Other,50.1930637212,No,911.652032612,No,Male,After_16:00,0.897077335278,0.94985362119,4.02716970071,6.72158249188,5.01387208467,7.08118438954,8352.0,78.0376542592,838.94657786,10794.4134818,102025.002466,Yes,831109.428565,28.9645745327,1409428.33789,15.7996237744,2579.53670945,50.0,Below_30,0.0,1268.19955123,11.0,Foot_or_bicycle,Hightech,843.964855788,0.0,Yes
6045,Yellows,2.0,222.182132667,26400.4464979,Healthcare,74.0607108889,No,356.470336039,Yes,Female,By_16:00,0.992213606834,0.405594917014,6.80553124286,9.05716075329,9.91486112354,2.87164296489,6050.0,48.8512236625,589.879989184,4744.46333876,67162.2763067,Yes,127071.100476,24.2874450938,696888.138026,66.3035110105,5569.04960826,80.0,45_and_up,0.0,868.971229508,14.0,Foot_or_bicycle,Services_or_Retail,604.864411277,3.0,No
8775,Reds,5.0,242.309506028,32022.9813649,Social,80.7698353427,No,396.472039705,Yes,Male,By_16:00,0.578010957222,0.705972986296,2.21552695846,4.56893462688,7.71273095394,7.93655975722,3383.0,42.405777541,713.326288884,5391.37297482,83162.7999591,Yes,157190.078268,26.7081689542,1018916.85531,0.137069541961,6614.53613662,70.0,30-45,1.0,1102.43808513,10.0,Public_or_other,Services_or_Retail,841.59444232,0.0,No
7437,Blues,7.0,395.980937054,56068.420746,Healthcare,131.993645685,No,424.781211666,Yes,Female,By_16:00,0.00970240868628,0.860735313967,2.85646651872,5.14278209535,2.05821551848,1.88020320376,3746.0,45.8367604064,583.370376222,5414.5528691,67444.3052974,Yes,180439.077784,24.1530614255,681666.050945,16.4828209439,17564.3161468,80.0,45_and_up,5.0,862.150472839,1.0,Public_or_other,Hightech,589.278026144,0.0,No
4950,Greens,1.0,247.171041529,51641.1298227,Other,82.3903471764,No,626.786166008,No,Female,After_16:00,0.918503763853,0.159893224016,6.75604063785,0.556832482107,8.23908926221,2.17433354817,9636.0,22.0616910141,244.522552364,6756.90676481,33529.0094526,Yes,392860.897899,15.6372168996,120363.336458,79.8835793277,6880.55965502,50.0,30-45,4.0,354.745445062,14.0,Motorcycle_or_truck,Public_Sector,143.993062666,1.0,Yes
3686,Yellows,8.0,247.528602333,43116.6501269,Healthcare,82.5095341109,No,522.565671852,No,Male,By_16:00,0.440866129473,0.721232973272,2.94649088522,9.33416598244,4.3271534401,4.53846762888,3990.0,30.9864968061,656.669382997,6538.99548451,81090.3900618,Yes,273074.881398,25.6255611255,863817.280324,44.8030499276,6900.3327533,80.0,30-45,0.0,1070.93777276,5.0,Car,Hightech,855.357521764,1.0,No
2794,Pinks,5.0,324.645433797,100066.091146,Other,108.215144599,No,924.695813294,No,Male,By_16:00,0.737554031191,0.279319934314,6.69913697522,0.213109483011,1.76788473967,1.57575162593,6913.0,3.86369640473,810.627732193,10868.2135973,101408.574056,Yes,855062.347124,28.4715249362,1316075.35911,47.6355312858,11828.7326652,50.0,30-45,5.0,1275.04598931,14.0,Foot_or_bicycle,Public_Sector,906.022898012,0.0,Yes
3466,Blues,2.0,461.081891636,64689.6564822,Financial,153.693963879,No,420.899135202,Yes,Female,By_16:00,0.832603167742,0.587332592811,1.95228661411,0.357502787374,0.169120745268,0.285376503598,8719.0,4.02415038552,592.485726322,5393.96280466,68819.5054719,Yes,177156.082013,24.341029689,703129.804059,0.167707377113,23785.5284966,60.0,30-45,4.0,885.4436339,19.0,Motorcycle_or_truck,Student_or_Unemployed,620.23313338,2.0,No
6952,Yellows,2.0,192.765945832,34675.8358198,Social,64.2553152772,No,539.657080044,No,Female,After_16:00,0.506783954566,0.0191386125516,8.83912826423,3.86521090753,0.461979969405,4.31181740714,6595.0,16.2519012112,652.067848857,,80476.0908425,Yes,291229.764041,25.5356192182,851766.637523,26.4833775582,4203.00085665,70.0,Below_30,2.0,1056.83748009,2.0,Motorcycle_or_truck,Services_or_Retail,832.021416226,1.0,No
2397,Greys,2.0,272.930528609,42088.132368,Social,90.9768428695,No,462.624675033,Yes,Male,By_16:00,0.0366254174151,0.978024655022,4.97911048122,4.5527334162,6.314169697,3.105227286,3393.0,61.8503876729,601.603699291,5829.45414891,73175.742141,Yes,214021.58995,24.5276109577,725073.726099,56.0973695945,8377.76278137,70.0,45_and_up,2.0,961.245508216,17.0,Motorcycle_or_truck,Hightech,747.079422703,1.0,No
7810,Greens,7.0,456.389540758,123941.405859,Foreign_Affairs,152.129846919,No,814.708016665,No,Female,By_16:00,0.370137552731,0.55358823156,6.81729510194,3.68385772919,6.31397725781,5.42636167491,6132.0,27.8970014071,649.019602558,9445.11937177,78216.7791417,Yes,663749.152418,25.4758631367,843818.691576,75.137797161,23305.6201707,40.0,45_and_up,2.0,936.135719051,11.0,Motorcycle_or_truck,Services_or_Retail,541.094550164,1.0,Yes
6563,Yellows,6.0,61.4291492438,11392.6321298,Financial,20.4763830813,No,556.379126361,No,Female,After_16:00,0.91622169083,0.679489135975,9.86773521407,7.54603669513,9.89725956228,2.05459280172,7687.0,72.1912901849,637.75422333,6839.29971027,80130.7469255,Yes,309557.73225,25.2537962162,814881.711091,23.9918970503,449.758647172,60.0,30-45,0.0,1056.83332039,2.0,Public_or_other,Industry_or_other,854.43321352,0.0,No
1761,Reds,5.0,207.731894603,26001.2687576,Education,69.2439648676,No,375.502309946,Yes,Female,By_16:00,0.279874938773,0.755170684308,5.05415534833,4.3439834821,2.07394374534,2.38119913498,6350.0,36.3843703875,702.244595542,5159.51229054,81545.924963,Yes,141001.984774,26.4998980289,987505.786162,27.6527690701,4873.97063545,100.0,Below_30,4.0,1082.2403246,6.0,Motorcycle_or_truck,Public_Sector,825.33991524,0.0,No
4000,Oranges,6.0,615.818906358,88781.9043037,Financial,205.272968786,No,432.50655373,Yes,Female,By_16:00,0.328974509612,0.0662471412215,3.35448200814,7.47327633901,0.470762297045,4.11262459587,6143.0,47.5408451166,622.632905927,5570.33134916,75033.2466109,Yes,187061.91902,24.9526132084,776562.934281,16.5598175488,42352.2646831,60.0,45_and_up,0.0,992.09859078,3.0,Foot_or_bicycle,Public_Sector,776.956640144,0.0,No
3428,Yellows,7.0,32.0833231934,4769.88998145,Environment,10.6944410645,No,446.015827541,Yes,Female,After_16:00,0.751080071554,0.230173441814,6.37217696756,8.05444065016,3.59829005552,8.72938032495,8466.0,25.8675618796,586.690138777,5633.53855296,71638.1294376,Yes,198930.118417,24.2216873644,689611.029758,91.5099731414,135.065510746,90.0,Below_30,0.0,944.810735203,11.0,Motorcycle_or_truck,Hightech,744.376055101,0.0,No
3661,Oranges,4.0,173.386367476,25137.0171411,Social,57.7954558252,No,434.93068412,Yes,Male,After_16:00,0.141758346464,0.306480780477,3.72131123673,2.74110137951,1.68078490999,0.385554844979,5919.0,86.9010777911,575.588614891,5500.48407098,70524.0977845,Yes,189164.699989,23.9914279461,663792.185127,5.30881949235,3408.11016986,70.0,Below_30,3.0,932.896451448,1.0,Foot_or_bicycle,Services_or_Retail,742.747259268,1.0,No
3988,Reds,7.0,532.264328594,69447.3779293,Social,177.421442865,No,391.426068958,Yes,Female,By_16:00,0.432640832849,0.688515219837,4.8820222239,7.63386247447,7.31379927602,1.56521628844,5688.0,73.8825999433,693.133182357,5300.52705429,80883.0330635,Yes,153214.36746,26.3274226303,962085.083702,0.644280272536,31665.789831,70.0,Below_30,2.0,1071.18280368,17.0,Car,Services_or_Retail,816.440665332,1.0,No
8577,Blues,1.0,260.501971541,33921.707939,Financial,,No,390.65010992,Yes,Male,After_16:00,0.857301193522,0.0875724551734,1.86053855112,4.27548037609,2.99068430904,3.20783088449,4432.0,88.3576367283,535.381860251,4977.26481971,62742.6787448,Yes,152607.508381,23.1383201692,574245.126075,63.5196394287,7636.97589906,60.0,45_and_up,2.0,809.410382089,9.0,Motorcycle_or_truck,Services_or_Retail,577.003393741,2.0,No
